order_date,total_value,order_count,z_score,is_anomaly
2024-01-01,17359.75,86,0.0,0
2024-01-02,20332.334539234453,94,0.707106781186548,0
2024-01-03,24695.87356395096,105,1.0568875887085858,0
2024-01-04,15998.127378747837,81,-0.9343442256088788,0
2024-01-05,17384.69,81,-0.5086320790311082,0
2024-01-06,21682.680180728254,83,0.642732376970062,0
2024-01-07,17822.50176975705,84,-0.49022609629735,0
2024-01-08,15249.07,80,-1.1172089945428136,0
2024-01-09,16379.62,85,-0.6022019855946604,0
2024-01-10,18129.502511612274,86,0.2891473684998667,0
2024-01-11,12585.17,64,-1.5899545434083757,0
2024-01-12,20076.526304062914,83,0.8776168933480732,0
2024-01-13,17604.76,99,0.3207235783763577,0
2024-01-14,16754.8280098819,86,0.030534197715002192,0
2024-01-15,19741.663712301055,81,0.9627151440806814,0
2024-01-16,16684.260000000002,85,-0.2741760737943195,0
2024-01-17,13745.4,77,-1.0691919150433093,0
2024-01-18,26824.77701901516,102,1.9469044218077987,0
2024-01-19,13486.35,77,-0.9618063713641607,0
2024-01-20,17294.35,98,-0.10958619913900294,0
2024-01-21,33833.73007129596,84,1.8137985486161192,0
2024-01-22,15756.48,86,-0.5075681200322888,0
2024-01-23,18044.01,84,-0.23762442001649955,0
2024-01-24,16542.88,85,-0.5074403988346597,0
2024-01-25,17031.46908474272,84,-0.26966413853727983,0
2024-01-26,14185.15,72,-0.7144751731614017,0
2024-01-27,16751.2,80,-0.31730268028660324,0
2024-01-28,16085.1928589187,88,-0.21427974722593918,0
2024-01-29,17608.58,91,0.799794210274801,0
2024-01-30,13620.539999999999,86,-1.5714538913965168,0
2024-01-31,18189.56,94,1.1536005844667503,0
2024-02-01,12987.02,73,-1.2949296624461788,0
2024-02-02,15747.6,88,-0.055670132692652564,0
2024-02-03,18869.32,98,1.207398537945657,0
2024-02-04,21752.581224122707,93,1.553002561102556,0
2024-02-05,12508.86,70,-1.0716304433330175,0
2024-02-06,16358.45,87,-0.082780589377357,0
2024-02-07,29584.67936706744,98,1.9071298418885159,0
2024-02-08,19318.71,106,0.028510056628676183,0
2024-02-09,13077.43,73,-0.9792227698768782,0
2024-02-10,20411.29,101,0.2406252256544212,0
2024-02-11,20253.926487840028,104,0.25424194695279334,0
2024-02-12,21149.149936035945,83,0.22172874556642586,0
2024-02-13,21899.70318967471,96,0.22422842816073005,0
2024-02-14,19697.29386288859,95,0.10147422311725013,0
2024-02-15,16777.03,91,-0.732996202028352,0
2024-02-16,22864.59957658652,88,1.25358739788634,0
2024-02-17,18818.22,97,-0.6842644794221622,0
2024-02-18,20528.23,85,0.13779320522991106,0
2024-02-19,16381.72,81,-1.3048457991943438,0
2024-02-20,20648.74,100,0.5524254914928033,0
2024-02-21,21067.09,111,0.6258651493090711,0
2024-02-22,13755.53,80,-1.7283635767071936,0
2024-02-23,20549.74,109,0.6249249268934868,0
2024-02-24,24245.80896275279,107,1.3504141589968688,0
2024-02-25,23129.218924049543,108,0.8563005576680391,0
2024-02-26,16636.62,88,-0.9224600741223056,0
2024-02-27,17764.7,97,-0.49029840663265045,0
2024-02-28,24051.68,124,0.9885964994556633,0
2024-02-29,27703.536043026772,112,1.4546577177482993,0
2024-03-01,20854.26,102,-0.30826106719251933,0
2024-03-02,33521.96805714216,112,1.7331333023981825,0
2024-03-03,17196.54,99,-0.846204985721672,0
2024-03-04,14096.157347367554,90,-1.1945435671331959,0
2024-03-05,23465.268145168873,109,0.0742716973144211,0
2024-03-06,29410.89,133,0.8174221233952803,0
2024-03-07,25009.302534983857,108,0.24391659405391866,0
2024-03-08,22765.39,99,-0.13098841943235867,0
2024-03-09,22438.51862552559,91,0.07617415518039575,0
2024-03-10,21246.670000000002,104,-0.3012066564140054,0
2024-03-11,20634.83,121,-0.9947684143939407,0
2024-03-12,17803.24,93,-1.350518668971057,0
2024-03-13,17792.86,90,-1.2511025242971174,0
2024-03-14,21944.784234909333,111,0.6170808561532091,0
2024-03-15,25671.239999999998,128,1.6697713418525215,0
2024-03-16,23807.326811972962,118,0.8716656500741113,0
2024-03-17,18585.617826436846,102,-0.7482352443320947,0
2024-03-18,23991.54,126,0.7967179714996263,0
2024-03-19,26177.066101192067,139,1.0945040483520094,0
2024-03-20,21562.62,105,-0.5870862575824817,0
2024-03-21,26901.773252718263,129,1.0590957070595899,0
2024-03-22,21497.459455322158,104,-0.5933299024789559,0
2024-03-23,29474.486863017493,116,1.4502947671495983,0
2024-03-24,20828.93,108,-1.0728566010618352,0
2024-03-25,28009.82,133,0.8704261975792996,0
2024-03-26,20907.92,106,-0.86092027842528,0
2024-03-27,26397.22792131653,112,0.4186749659263309,0
2024-03-28,24352.69,113,-0.0401063033412157,0
2024-03-29,25127.23307597676,128,0.03422932382736267,0
2024-03-30,23045.238946373902,120,-0.38926149909900265,0
2024-03-31,18603.04,98,-1.6036128063105668,0
2024-04-01,23112.67833420662,122,0.013171951721374229,0
2024-04-02,23308.105341877337,103,-0.04598003969643009,0
2024-04-03,20352.44,113,-0.9632822451172816,0
2024-04-04,28030.64,140,1.6161548839958881,0
2024-04-05,24521.62426393362,108,0.5081041614288507,0
2024-04-06,29151.31,143,1.390271720579076,0
2024-04-07,18268.2,102,-1.4316387428187431,0
2024-04-08,23969.42,111,0.00680684862888657,0
2024-04-09,26952.926643106726,137,0.6209026153452005,0
2024-04-10,23019.0,110,-0.4981458087756421,0
2024-04-11,21340.78433172071,119,-0.7144483439487687,0
2024-04-12,29237.35401750835,127,1.13735530110734,0
2024-04-13,21774.64,127,-0.4740539847284592,0
2024-04-14,27668.69,144,0.9097964653132422,0
2024-04-15,38909.70595565163,135,1.958128510245129,0
2024-04-16,24787.986572767546,123,-0.30733995389822183,0
2024-04-17,21224.27,124,-0.8173041549861696,0
2024-04-18,27462.913693828137,137,0.028204667225047303,0
2024-04-19,27413.86,144,0.06438302227195965,0
2024-04-20,34063.74267751537,142,0.8948349686655035,0
2024-04-21,23724.49,139,-0.7262740310791063,0
2024-04-22,34809.36963320168,140,1.399694439690337,0
2024-04-23,26513.822876794082,137,-0.274662092577978,0
2024-04-24,21513.2,129,-1.2992370028020779,0
2024-04-25,29788.470426478565,141,0.3067565320505357,0
2024-04-26,27641.29,127,-0.1311275871715393,0
2024-04-27,33906.02865641732,137,1.139895127832562,0
2024-04-28,25517.83,149,-0.638981047990604,0
2024-04-29,30590.87,159,0.6689316911637779,0
2024-04-30,27809.818514357397,132,-0.07610957584568172,0
2024-05-01,23196.12,133,-1.4741812866622017,0
2024-05-02,28067.920000000002,145,-0.010571989944285992,0
2024-05-03,28725.048102828805,144,0.13552221926758362,0
2024-05-04,27186.16,125,-0.04762996529170643,0
2024-05-05,31905.552608823407,141,1.334686476342226,0
2024-05-06,28437.135702897373,138,0.20731157286581361,0
2024-05-07,32985.10973879861,136,1.354297742474484,0
2024-05-08,23156.99,122,-1.7036450404209278,0
2024-05-09,23818.91,128,-1.1364318691047988,0
2024-05-10,27292.24245062891,125,-0.1442246100988841,0
2024-05-11,29934.507697114124,162,0.455503924947968,0
2024-05-12,31853.05,164,0.9689928347846116,0
2024-05-13,32019.974295977725,127,0.8183975878414771,0
2024-05-14,22691.06,129,-1.114742895656662,0
2024-05-15,27707.82970938907,139,-0.053006822147375406,0
2024-05-16,22669.61,130,-1.298295691348015,0
2024-05-17,39748.6496548922,172,1.7157518627829418,0
2024-05-18,35855.705662455206,156,0.8536865931581781,0
2024-05-19,29765.79,147,-0.0468247467304361,0
2024-05-20,34213.87901762756,144,0.5842114814638151,0
2024-05-21,22082.12,137,-1.2278975047286993,0
2024-05-22,26739.942046481516,137,-0.50513540424669,0
2024-05-23,29448.7,149,-0.28155553158422214,0
